date,office,title,detail,url
2020-07-15,Dirección General de Centros Penales ,"Versión pública de las hojas de vida de los integrantes que conforman la Comisión que se encarga de administrar el fondo único de tiendas penitenciarias, y más",Admisión. Ref. 093-2020,https://alac.funde.org/requests/5f11bd3da30f9895d618810e
2020-07-15,Dirección General de Centros Penales ,"Copia de las auditorias realizadas a los fondos de tiendas institucionales en 2019, y más",Admisión. Ref. 093-2020.,https://alac.funde.org/requests/5f11bf71a30f9895d6188548
2020-07-15,Dirección General de Centros Penales ,Copia de los estados de las cuentas autorizadas por el MH en las que ingresa el fondo único de las tiendas institucionales de centro penales del 2019-2020,Admisión-Ref. 093-2020.,https://alac.funde.org/requests/5f11b9caa30f9895d6187125
2020-07-15,Dirección General de Centros Penales ," Copia de los libros diarios de la contabilidad de las tiendas de los centros penitenciarios desde junio de 2019 a julio de 2020, y mas",Admisión. Ref.093-2020.,https://alac.funde.org/requests/5f11bb1ea30f9895d6187531
2020-07-21,Alcaldía de San Salvador,Informacion sobre Yesenia Xiomara Hernandez,Petición creada,https://alac.funde.org/requests/5f16448aa30f9895d619439e
2020-07-21,Ministerio de Justicia y Seguridad Pública,Informacion sobre salario de Osiris Luna y del Director de Centros Penales,Petición creada,https://alac.funde.org/requests/5f16452ea30f9895d6194b39
2020-07-24,Banco Central de Reserva,Copia de la información recibida por el Departamento de Estadísticas Financieras y Fiscales entre el 1 de enero y el 30 de junio de 2020 de parte MH,"Resolución final, entregando la información solicitada. Ref, 025, 027-2020.",https://alac.funde.org/requests/5f1082bba30f9895d6182f4e
2020-07-27,Dirección General de Centros Penales ,"Versión pública de las hojas de vida de los integrantes que conforman la Comisión que se encarga de administrar el fondo único de tiendas penitenciarias, y más",Prorroga de 5 días adicionales para emitir respuesta.,https://alac.funde.org/requests/5f11bd3da30f9895d618810e
2020-07-27,Dirección General de Centros Penales ," Copia de los libros diarios de la contabilidad de las tiendas de los centros penitenciarios desde junio de 2019 a julio de 2020, y mas",Prorroga por 5 días adicionales para emitir respuesta.,https://alac.funde.org/requests/5f11bb1ea30f9895d6187531
2020-07-27,Dirección General de Centros Penales ,Copia de los estados de las cuentas autorizadas por el MH en las que ingresa el fondo único de las tiendas institucionales de centro penales del 2019-2020,Prorroga por 5 días adicionales para emitir respuesta.,https://alac.funde.org/requests/5f11b9caa30f9895d6187125
2020-07-27,Dirección General de Centros Penales ,"Copia de las auditorias realizadas a los fondos de tiendas institucionales en 2019, y más",Prorroga de 5 días adicionales para emitir respuesta.,https://alac.funde.org/requests/5f11bf71a30f9895d6188548
2020-07-30,Ministerio de Obras Públicas,"Ordenes de compras de los insumos detallados en el cuadro que anexo a esta solicitud, mismas realizadas para la construcción del Hospital de CIFCO",Petición pasa a cerrada,https://alac.funde.org/requests/5eed2823a30f9895d610f935
2020-07-31,Ministerio de Relaciones Exteriores,Copia del pago de salario actual de Cindy Mariella Portal Salazar como viceministra de relaciones exteriores y otras,Petición creada,https://alac.funde.org/requests/5f238f82bb58b73471a19b6e
2020-07-31,Asamblea Legislativa,"Permiso sin goce de sueldo de Osiris Luna para ocupar un cargo en el Organo Ejecutivo, en el actual gabinete de gobierno. ",Petición creada,https://alac.funde.org/requests/5f2398d7bb58b73471a1a073
2020-07-31,Presidencia de la República,información sobre el Director del Organismo de Inteligencia de la Presidencia de la Republica,Petición creada,https://alac.funde.org/requests/5f239cf8bb58b73471a1a85d
2020-07-31,Ministerio de Agricultura y Ganadería,Versión Pública de los contratos de compra que el Ministerio de Agricultura y Ganadería ha realizado durante la emergencia por covid-19. ,Petición creada,https://alac.funde.org/requests/5f239dedbb58b73471a1ac6f
2020-07-31,Ministerio de Vivienda,Copia del pago del salario actual de Irma Michelle Martha Ninnette Sol de Castro.,Petición creada,https://alac.funde.org/requests/5f23a14fbb58b73471a1b82d
2020-07-31,Ministerio de Vivienda,Copia del pago del salario actual de Irma Michelle Martha Ninnette Sol de Castro.,Petición pasa de borrador a en trámite,https://alac.funde.org/requests/5f23a14fbb58b73471a1b82d
2020-07-31,Ministerio de Desarrollo local,Copia del pago del salario actual de María Ofelia Navarrete de Dubón,Petición creada,https://alac.funde.org/requests/5f23a23cbb58b73471a1c3b1
2020-07-31,Ministerio de Salud,"Copia del depósito del salario del mes de Julio del año dos mil veinte, de Francisco José Alabí Montoya y otras",Petición creada,https://alac.funde.org/requests/5f239ef2bb58b73471a1b41d
2020-08-03,Ministerio de Vivienda,Copia del pago del salario actual de Irma Michelle Martha Ninnette Sol de Castro.,"Se  recibio el presente correo: Sra. Gladys Murillo,  Reciba un cordial saludo desde la Unidad de Acceso a la Información Pública – UAIP del Ministerio de Vivienda.     Por este medio estamos notificando la recepción de su solicitud de información, presentada mediante correo electrónico. Su solicitud ha sido registrada con el número 0010-2020 y desde ya corre el plazo según lo establece el art.71 de la LAIP.  Favor tomar en cuenta el periodo de asueto a partir de lunes 3 y retomando labores el 7 de agosto del presente.     Saludos cordiales",https://alac.funde.org/requests/5f23a14fbb58b73471a1b82d
2020-08-03,Ministerio de Desarrollo local,Copia del pago del salario actual de María Ofelia Navarrete de Dubón,"Se recibio el siguiente correo:  Estimada señora de Murillo de Mojica:     El FISDL agradece el uso de los mecanismos de acceso a la información pública y participación ciudadana establecidos y le confirmamos la adecuada recepción de su correo electrónico con una nota adjunta.     Al respecto, conforme a lo establecido en la Ley de Acceso a la Información Pública, le hemos dado ingreso y su requerimiento de información ha sido enviado al área administrativa para que nos remita la información requerida, la cual podría ser enviada en un plazo máximo de 10 días hábiles comprendidos en el periodo del 31 de julio de 2020 al 19 de agosto de 2020. Dado que por el momento estamos laborando en la modalidad de teletrabajo toda comunicación será vía correo electrónico o por vía telefónica.     Atentamente y saludos cordiales,",https://alac.funde.org/requests/5f23a23cbb58b73471a1c3b1
2020-08-03,Ministerio de Agricultura y Ganadería,Versión Pública de los contratos de compra que el Ministerio de Agricultura y Ganadería ha realizado durante la emergencia por covid-19. ,notificaron resolucion de recibido,https://alac.funde.org/requests/5f239dedbb58b73471a1ac6f
2020-08-07,Ministerio de Relaciones Exteriores,Copia del pago de salario actual de Cindy Mariella Portal Salazar como viceministra de relaciones exteriores y otras,"Se recibio el siguiente correo: La Oficina de Acceso a la Información Pública del Ministerio de Relaciones Exteriores HACE CONSTAR* que:  Se ha recibido solicitud de acceso a la información, procedente de la dirección de correo electrónico gladismurillom@hotmail.com presentada a las 21:59 del día 30 de julio de 2020, por Gladis Cecilia Murillo de Mojica, quien se identifica por medio de su Documento Único de Identidad  No. 03706529-3, por medio de la cual solicita:   1. Copia del pago de salario actual de Cindy Mariella Portal Salazar como viceministra de relaciones exteriores. 2. Copia del pago de salario y de gastos de repatriación en los últimos seis meses de Cindy Mariella Portal Salazar como embajadora de El Salvador en Brasil. 3. Nombramiento de Cindy Mariella Portal Salazar como embajadora de El Salvador en Brasil.     Cualquier consulta puede ser realizada al teléfono (503) 2237-5643, a este correo electrónico o al correo electrónico oaip@rree.gob.sv, bajo el Número de Referencia: SAI-109-2020  *Esta constancia se extiende de conformidad con lo establecido en el artículo 66 inciso final de la Ley de Acceso a la Información Pública (LAIP), y el artículo 53 del Reglamento de la Ley de Acceso a la Información Pública (RLAIP). La fecha de entrega de la información será dentro de diez días hábiles, contados a partir de la fecha de la presentación de la solicitud, y podrá estar sujeta a cambios cuando por la naturaleza de la información solicitada lo requiera, de conformidad con lo establecido en el artículo 71 LAIP.",https://alac.funde.org/requests/5f238f82bb58b73471a19b6e
2020-08-07,Ministerio de Hacienda,Ejecución y modificación presupuestarios de abril a julio 2020.,Petición creada,https://alac.funde.org/requests/5f2daa29bb58b73471a3ead8
2020-08-07,Ministerio de Hacienda,Ejecución y modificación presupuestarios de abril a julio 2020.,Petición enviada,https://alac.funde.org/requests/5f2daa29bb58b73471a3ead8
2020-08-07,Ministerio de Hacienda,Ejecución y modificación presupuestarios de abril a julio 2020.,Recepción de la petición. Ref. MH-2020-126.,https://alac.funde.org/requests/5f2daa29bb58b73471a3ead8
2020-08-07,Banco Central de Reserva,"Manual, instructivo o procedimiento de actualización y mantenimiento de la Base de Datos Económica-Financiera (Sector Fiscal)",Se envió correo al oficial solicitando la entrega de la información debido a que hasta la fecha aun no ha sido entregada por motivo desconocidos. ,https://alac.funde.org/requests/5f062a86a30f9895d61630c3
2020-08-07,Ministerio de Hacienda,Ejecución y modificación presupuestarios de febrero a marzo 2020.,Petición pasa a cerrada,https://alac.funde.org/requests/5e9f76c5d66fb672968c5a09
2020-08-10,Ministerio de Gobernación,"Listado de Asociaciones y Fundaciones  sin fines de lucro creadas o existentes en El Salvador desde el año 1998 a la fecha, en donde Venezuela tenga alguna participación accionaria",Informacion recibida,https://alac.funde.org/requests/5eaa350dd66fb672969288f5
2020-08-10,Banco Central de Reserva,Copia de la información recibida por el Departamento de Estadísticas Financieras y Fiscales entre el 1 de enero y el 30 de junio de 2020 de parte MH,Petición pasa a cerrada,https://alac.funde.org/requests/5f1082bba30f9895d6182f4e
2020-08-10,Ministerio de Justicia y Seguridad Pública,Copia de auditorías o informes elaborados por la Dirección de Auditoría Interna del Ministerio de Seguridad al fondo único de las tiendas institucionales 2019-2020,"Remitió correo al oficial para solicitar la información requerida, debido a que hasta la fecha no se ha recibido respuesta a la petición.",https://alac.funde.org/requests/5f11b05fa30f9895d6186803
2020-08-10,Ministerio de Gobernación,"Listado de Asociaciones y Fundaciones  sin fines de lucro creadas o existentes en El Salvador desde el año 1998 a la fecha, en donde Venezuela tenga alguna participación accionaria",Petición pasa a cerrada,https://alac.funde.org/requests/5eaa350dd66fb672969288f5
2020-08-10,Ministerio de Vivienda,Copia del pago del salario actual de Irma Michelle Martha Ninnette Sol de Castro.,Se recibio informacion requerida,https://alac.funde.org/requests/5f23a14fbb58b73471a1b82d
2020-08-10,Ministerio de Vivienda,Copia del pago del salario actual de Irma Michelle Martha Ninnette Sol de Castro.,Petición pasa a cerrada,https://alac.funde.org/requests/5f23a14fbb58b73471a1b82d
2020-08-11,Ministerio de Salud,"Copia del depósito del salario del mes de Julio del año dos mil veinte, de Francisco José Alabí Montoya y otras","Resolución final. Ref. MINSAL 550-2020. De los requerimientos 1 al 3 no entregan información, y del 4 proporcionan enlace de descarga.",https://alac.funde.org/requests/5f239ef2bb58b73471a1b41d
2020-08-11,Ministerio de Salud,"Copia del depósito del salario del mes de Julio del año dos mil veinte, de Francisco José Alabí Montoya y otras",Petición pasa a cerrada,https://alac.funde.org/requests/5f239ef2bb58b73471a1b41d
2020-08-11,Ministerio de Hacienda,Detalle del flujo de caja fiscal de Enero a Marzo del año dos mil veinte. ,Petición pasa a cerrada,https://alac.funde.org/requests/5eaa32b4d66fb67296927dc2
2020-08-19,Ministerio de Hacienda,Ejecución y modificación presupuestarios de abril a julio 2020.,"Resolución final, concediendo el acceso a la información. UAIP/RES.126. 1/2020. ",https://alac.funde.org/requests/5f2daa29bb58b73471a3ead8
2020-08-20,Ministerio de Hacienda,Techos presupuestario previsto para el año 2021,Petición enviada,https://alac.funde.org/requests/5f3ed1d3eacc34ab4eaf1b37
2020-08-20,Ministerio de Hacienda,Flujo de la caja fiscal de enero a julio de 2020,Petición enviada,https://alac.funde.org/requests/5f3ed29eeacc34ab4eaf1ba4
2020-08-20,Ministerio de Hacienda,Flujo de la caja fiscal de enero a julio de 2020,Petición creada,https://alac.funde.org/requests/5f3ed29eeacc34ab4eaf1ba4
2020-08-20,Ministerio de Hacienda,Techos presupuestario previsto para el año 2021,Petición creada,https://alac.funde.org/requests/5f3ed1d3eacc34ab4eaf1b37
2020-08-27,Ministerio de Salud,"Solicito al SIMMOV, estadísticas sobre las muertes registradas, en todo el País por causa de muerte COVID-19 o posibles sospechas del COVID-19, esto incluye enfermedades respiratorias, en el periodo de enero a junio del año dos mil veinte",Petición pasa a cerrada,https://alac.funde.org/requests/5efa1eb7a30f9895d61399f5
2020-08-27,Ministerio de Hacienda,Flujo de la caja fiscal de enero a julio de 2020,Admisión. UAIP/RES.140.1/2020,https://alac.funde.org/requests/5f3ed29eeacc34ab4eaf1ba4
2020-08-27,Alcaldia Municipal de Santa Ana,Informacion sobre becas estudiantiles en la Alacaldia Municipal de Santa Ana,Petición pasa a cerrada,https://alac.funde.org/requests/5ef10d4ca30f9895d6118a32
2020-08-27,Ministerio de Hacienda,Techos presupuestario previsto para el año 2021,Admisión. UAIP/RES.0139.1/2020.,https://alac.funde.org/requests/5f3ed1d3eacc34ab4eaf1b37
2020-09-01,Ministerio de Hacienda,Flujo de la caja fiscal de enero a julio de 2020,"Resolución final, declarando que no podrá entregar y publicar la información, una ves haya concluido el ejercicio fiscal 2020, con base al art. 20 reformado de la Ley de Responsabilidad Fiscal. UAIP/RES.140.2/2020.",https://alac.funde.org/requests/5f3ed29eeacc34ab4eaf1ba4
2020-09-01,Ministerio de Hacienda,Flujo de la caja fiscal de enero a julio de 2020,Petición pasa a cerrada,https://alac.funde.org/requests/5f3ed29eeacc34ab4eaf1ba4
2020-09-01,Alcaldia Municipal de Santa Ana,"Documento de estudio de suelos y factibilidad realizado en la Colonia El Trébol, para la realización del Proyecto de Bahía de la Colonia El Trébol.","Se recibio el siguiente correo: RECIBIDO.  Gracias por enviarnos su solicitud, en el plazo de tres días recibirá la resolución correspondiente. Estamos para servirle.  Lic. Irving Alexander García Granadino  Oficial de Información  Tel. 2417-7808 2402-7557 4ª Calle Pte., entre 4ª y 6ª Av. Nte. N° 20 Barrio San Juan Frente a Ministerio de Trabajo, Santa Ana.  ",https://alac.funde.org/requests/5f4da931ca4a54a1aa604862
2020-09-01,Alcaldia Municipal de Santa Ana,"Documento de estudio de suelos y factibilidad realizado en la Colonia El Trébol, para la realización del Proyecto de Bahía de la Colonia El Trébol.","Se recibio el siguiente correo: RECIBIDO.  Gracias por enviarnos su solicitud, en el plazo de tres días recibirá la resolución correspondiente. Estamos para servirle.  Lic. Irving Alexander García Granadino  Oficial de Información  Tel. 2417-7808 2402-7557 4ª Calle Pte., entre 4ª y 6ª Av. Nte. N° 20 Barrio San Juan Frente a Ministerio de Trabajo, Santa Ana.  ",https://alac.funde.org/requests/5f4da931ca4a54a1aa604862
2020-09-01,Alcaldia Municipal de Santa Ana,"Listado de Asistencia de las secciones ordinarias y extraordinarias, del Consejo Municipal de los meses de  uno de Enero al  31 Agosto del año dos mil veinte.",Petición creada,https://alac.funde.org/requests/5f4da9c0ca4a54a1aa6053f4
2020-09-01,Alcaldia Municipal de Santa Ana,"Documento de estudio de suelos y factibilidad realizado en la Colonia El Trébol, para la realización del Proyecto de Bahía de la Colonia El Trébol.",Petición creada,https://alac.funde.org/requests/5f4da931ca4a54a1aa604862
2020-09-03,Ministerio de Hacienda,Techos presupuestario previsto para el año 2021,Notificó ampliación de plazo por 5 días adicionales para emitir respuesta. Fecha 10-09-2020.,https://alac.funde.org/requests/5f3ed1d3eacc34ab4eaf1b37
2020-09-10,Ministerio de Hacienda,Techos presupuestario previsto para el año 2021,"Resolución final, que no se puede entregar la información debido que los montos tenidos han quedado sin efecto, y se están realizando una revisión, para la definición de los mismos.",https://alac.funde.org/requests/5f3ed1d3eacc34ab4eaf1b37
2020-09-25,Comisión Ejecutiva Portuaria Autonóma,"Versión pública del listado de permisos de aterrizaje y despegue otorgados a aeronaves pequeñas, grandes o medianas, privadas o estatales, o cualquier tipo de aeronave que aterrizó en el Aeropuerto Internacional de El Salvador “San Óscar Arnulfo Romero y Galdámez”, así como en el Aeropuerto Internacional de Ilopango en el periodo comprendido entre el 18 de marzo y el 19 de septiembre de 2020.",Petición creada,https://alac.funde.org/requests/5f6e0a9eb7692ee3d298fa41
2020-09-25,Ministerio de Obras Públicas,"Copia simple de cada una de las órdenes de compras realizadas en el periodo comprendido entre marzo y septiembre del 2020 cuya fuente de financiamiento sea el FONDO FOPROMID o DONACIONES - FONDO FOPROMID, y otras",Petición creada,https://alac.funde.org/requests/5f6e0c15b7692ee3d298fe3c
2020-09-25,Ministerio de Obras Públicas,"Copia simple de cada una de las órdenes de compras realizadas en el periodo comprendido entre marzo y septiembre del 2020 cuya fuente de financiamiento sea el FONDO FOPROMID o DONACIONES - FONDO FOPROMID, y otras","se recibio el siguiente correo electronico. Buenas tardes Licda. de Murillo:     Reciba un cordial saludo de la Unidad de Acceso a la Información Pública del MOP.  Por este medio, le estamos notificando la recepción de su solicitud de información presentada mediante correo electrónico.  Su solicitud ha sido registrada con el número 142-2020, y la fecha estimada para la entrega de la respuesta es el día 8 de octubre del presente año.     Atentamente,        Unidad de Acceso a la Información Pública  Ministerio de Obras Públicas  2528-3218  FB: MOP El Salvador  Twitter: @obraspublicasSV",https://alac.funde.org/requests/5f6e0c15b7692ee3d298fe3c
2020-09-25,Ministerio de Gobernación,"Versión pública de Registro diario de modificaciones presupuestarias (informe de movimiento de cuentas) realizadas a la cuenta asignada al Fondo de Protección Civil, Prevención y Mitigación de Desastres (FOPROMID) en el periodo comprendido entre marzo y septiembre del 2020 y otras",Petición creada,https://alac.funde.org/requests/5f6e0d33b7692ee3d29909d3
2020-09-25,Ministerio de Hacienda,Detalle de los montos que han quedado sin efecto sobre los Techos presupuestarios 2021.,Petición enviada,https://alac.funde.org/requests/5f7490f81e8e807fc860a2e6
2020-09-25,Ministerio de Hacienda,Copia de los correos o memorándum enviados a entidades públicas que los techos presupuestarios 2021 han sido modificados,Petición enviada,https://alac.funde.org/requests/5f7491ab1e8e807fc860a379
2020-09-25,Ministerio de Hacienda,Techos presupuestario previsto para el año 2021,Petición pasa a cerrada,https://alac.funde.org/requests/5f3ed1d3eacc34ab4eaf1b37
2020-09-28,Ministerio de Hacienda,Copia de los correos o memorándum enviados a entidades públicas que los techos presupuestarios 2021 han sido modificados,Admisión. UAIP/RES.170.1/2020. Fecha de respuesta 9-10-20,https://alac.funde.org/requests/5f7491ab1e8e807fc860a379
2020-09-28,Ministerio de Hacienda,Detalle de los montos que han quedado sin efecto sobre los Techos presupuestarios 2021.,Admisión. UAIP/RES.170.1/2020,https://alac.funde.org/requests/5f7490f81e8e807fc860a2e6
2020-09-30,Ministerio de Salud,Ordenes de compras asociadas o relacionadas al contexto de le emergencia del COVID-19.,Petición creada,https://alac.funde.org/requests/5f74afd41e8e807fc860b76f
2020-09-30,Alcaldia Municipal de Santa Ana,1-	Listado de insumos médicos y medicamentos en existencia en la Clínica Municipal de Santa Ana en el periodo de Enero a Septiembre del año dos mil veinte y otras,Petición creada,https://alac.funde.org/requests/5f74aed61e8e807fc860afa6
2020-09-30,Ministerio de Salud,Ordenes de compras asociadas o relacionadas al contexto de le emergencia del COVID-19.,Petición pasa de borrador a en trámite,https://alac.funde.org/requests/5f74afd41e8e807fc860b76f
2020-10-01,Ministerio de Gobernación,"Versión pública de Registro diario de modificaciones presupuestarias (informe de movimiento de cuentas) realizadas a la cuenta asignada al Fondo de Protección Civil, Prevención y Mitigación de Desastres (FOPROMID) en el periodo comprendido entre marzo y septiembre del 2020 y otras",Se recibio auto de admision,https://alac.funde.org/requests/5f6e0d33b7692ee3d29909d3
2020-10-08,Ministerio de Hacienda,Copia de los correos o memorándum enviados a entidades públicas que los techos presupuestarios 2021 han sido modificados,Resolución de ampliación de plazo de respuesta por 5 días hábiles adicionales. Fecha finaliza el 16 de octubre 2020. UAIP/RES.170.2/2020,https://alac.funde.org/requests/5f7491ab1e8e807fc860a379
2020-10-08,Ministerio de Hacienda,Detalle de los montos que han quedado sin efecto sobre los Techos presupuestarios 2021.,Resolución de ampliación de plazo de respuesta por 5 días hábiles adicionales. Fecha finaliza el 16 de octubre 2020. UAIP/RES.170.2/2020,https://alac.funde.org/requests/5f7490f81e8e807fc860a2e6
2020-10-08,Banco Central de Reserva,"Manual, instructivo o procedimiento de actualización y mantenimiento de la Base de Datos Económica-Financiera (Sector Fiscal)",Se envió nuevamente la petición al oficial. ,https://alac.funde.org/requests/5f062a86a30f9895d61630c3
2020-10-08,Ministerio de Gobernación,"Estados financiero de la Asociación Yo cambio, que se abrevia ASOCAMBIO",Petición creada,https://alac.funde.org/requests/5f7f7830471d0287b0747436
2020-10-08,Ministerio de Gobernación,"Estados financiero de la Asociación Yo cambio, que se abrevia ASOCAMBIO",Petición enviada,https://alac.funde.org/requests/5f7f7830471d0287b0747436
2020-10-09,Comisión Ejecutiva Portuaria Autonóma,"Versión pública del listado de permisos de aterrizaje y despegue otorgados a aeronaves pequeñas, grandes o medianas, privadas o estatales, o cualquier tipo de aeronave que aterrizó en el Aeropuerto Internacional de El Salvador “San Óscar Arnulfo Romero y Galdámez”, así como en el Aeropuerto Internacional de Ilopango en el periodo comprendido entre el 18 de marzo y el 19 de septiembre de 2020.",Se recibio auto de ampliacion del plazo,https://alac.funde.org/requests/5f6e0a9eb7692ee3d298fa41
2020-10-11,Ministerio de Salud,Ordenes de compras asociadas o relacionadas al contexto de le emergencia del COVID-19.,informacion recibida,https://alac.funde.org/requests/5f74afd41e8e807fc860b76f
2020-10-12,Ministerio de Gobernación,"Estados financiero de la Asociación Yo cambio, que se abrevia ASOCAMBIO",Recepción de la solicitud Ref. MIGOBDT-2020-0088,https://alac.funde.org/requests/5f7f7830471d0287b0747436
2020-10-12,Ministerio de Hacienda,Proyecto del Presupuesto 2021 en formato de base de datos,Solicitud enviada,https://alac.funde.org/requests/5f972687bb7da8d55399d8ad
2020-10-13,Alcaldia Municipal de Santa Ana,1-	Listado de insumos médicos y medicamentos en existencia en la Clínica Municipal de Santa Ana en el periodo de Enero a Septiembre del año dos mil veinte y otras,Informacion completa recibida,https://alac.funde.org/requests/5f74aed61e8e807fc860afa6
2020-10-16,Ministerio de Gobernación,"Versión pública de Registro diario de modificaciones presupuestarias (informe de movimiento de cuentas) realizadas a la cuenta asignada al Fondo de Protección Civil, Prevención y Mitigación de Desastres (FOPROMID) en el periodo comprendido entre marzo y septiembre del 2020 y otras","Se recibio informacion, completa",https://alac.funde.org/requests/5f6e0d33b7692ee3d29909d3
2020-10-20,Alcaldia Municipal de Santa Ana,1-	Listado de insumos médicos y medicamentos en existencia en la Clínica Municipal de Santa Ana en el periodo de Enero a Septiembre del año dos mil veinte y otras,Petición pasa a cerrada,https://alac.funde.org/requests/5f74aed61e8e807fc860afa6
2020-10-20,Comisión Ejecutiva Portuaria Autonóma,"Versión pública del listado de permisos de aterrizaje y despegue otorgados a aeronaves pequeñas, grandes o medianas, privadas o estatales, o cualquier tipo de aeronave que aterrizó en el Aeropuerto Internacional de El Salvador “San Óscar Arnulfo Romero y Galdámez”, así como en el Aeropuerto Internacional de Ilopango en el periodo comprendido entre el 18 de marzo y el 19 de septiembre de 2020.","Se envio el siguiente correo: Buenos dias, esperando se encuentre muy bien, el presente correo es para solicitarle la informacion requerida en vista que el plazo de ampliacion ya vencio, espero me pueda ayudar en dicho tramite. Att. Gladis Murillo",https://alac.funde.org/requests/5f6e0a9eb7692ee3d298fa41
2020-10-20,Ministerio de Gobernación,"Versión pública de Registro diario de modificaciones presupuestarias (informe de movimiento de cuentas) realizadas a la cuenta asignada al Fondo de Protección Civil, Prevención y Mitigación de Desastres (FOPROMID) en el periodo comprendido entre marzo y septiembre del 2020 y otras",Petición pasa a cerrada,https://alac.funde.org/requests/5f6e0d33b7692ee3d29909d3
2020-10-21,Ministerio de Hacienda,Detalle del proyecto del Presupuesto General del Estado 2021,Se remitió la solicitud de información,https://alac.funde.org/requests/5fabf9dc8ad34f5dd11f37da
2020-10-22,Ministerio de Gobernación,"Estados financiero de la Asociación Yo cambio, que se abrevia ASOCAMBIO","Resolución final, declarando que la información se encuentra en revisión y por ende reservada, por lo que no es posible entregarla. ",https://alac.funde.org/requests/5f7f7830471d0287b0747436
2020-10-26,Ministerio de Hacienda,Proyecto del Presupuesto 2021 en formato de base de datos,Notificaron que la solicitud fue recibida: MH-2020-208,https://alac.funde.org/requests/5f972687bb7da8d55399d8ad
2020-10-26,Ministerio de Hacienda,Proyecto del Presupuesto 2021 en formato de base de datos,Se envió nuevamente la petición al no recibir respuesta por parte del MH.,https://alac.funde.org/requests/5f972687bb7da8d55399d8ad
2020-10-26,Ministerio de Gobernación,"Estados financiero de la Asociación Yo cambio, que se abrevia ASOCAMBIO",Petición pasa a cerrada,https://alac.funde.org/requests/5f7f7830471d0287b0747436
2020-10-27,Ministerio de Hacienda,Proyecto del Presupuesto 2021 en formato de base de datos,Admisión. Fecha de respuesta 10-11-2020. UAIP/RES.208.1/2020,https://alac.funde.org/requests/5f972687bb7da8d55399d8ad
2020-10-27,Instituto de Acceso a la Información Pública,"Copia del vídeo o audio y acta de la sesión del pleno ordinaria del IAIP, del 26 de octubre de 2020.",Petición enviada,https://alac.funde.org/requests/5f9ae602bb7da8d5539a6f0a
2020-10-28,Instituto de Acceso a la Información Pública,"Copia del vídeo o audio y acta de la sesión del pleno ordinaria del IAIP, del 26 de octubre de 2020.",Petición recibida,https://alac.funde.org/requests/5f9ae602bb7da8d5539a6f0a
2020-10-29,Instituto de Acceso a la Información Pública,"Copia del vídeo o audio y acta de la sesión del pleno ordinaria del IAIP, del 26 de octubre de 2020.",Admisión. UAIP 181-2020. Fecha probable de respuesta: 11-11-2020.,https://alac.funde.org/requests/5f9ae602bb7da8d5539a6f0a
2020-11-05,Ministerio de Hacienda,Detalle del proyecto del Presupuesto General del Estado 2021,Se recibió respuesta completa por parte del Ministerio de Hacienda,https://alac.funde.org/requests/5fabf9dc8ad34f5dd11f37da
2020-11-06,Instituto de Acceso a la Información Pública,Copia simple del cruce correos entre los comisionados propietarios y suplentes en los meses de octubre y noviembre 2020.,Petición enviada,https://alac.funde.org/requests/5fa5bae58ad34f5dd11da4e4
2020-11-06,Instituto de Acceso a la Información Pública,Copia simple del cruce correos entre los comisionados propietarios y suplentes en los meses de octubre y noviembre 2020.,Petición creada,https://alac.funde.org/requests/5fa5bae58ad34f5dd11da4e4
2020-11-06,Instituto de Acceso a la Información Pública,Copia simple del cruce correos entre los comisionados propietarios y suplentes en los meses de octubre y noviembre 2020.,IAIP acusó de recibido,https://alac.funde.org/requests/5fa5bae58ad34f5dd11da4e4
2020-11-06,Instituto de Acceso a la Información Pública,"Información sobre ausencia (días, horas o medias jornadas,  sesiones del pleno de ese instituto) a labores del comisionado Luis Javier Suárez",IAIP acusó de recibido,https://alac.funde.org/requests/5fa5b97a8ad34f5dd11da444
2020-11-06,Alcaldía de San Salvador,"Copia de documentación que respalde el pago de los honorario realizados por esa Alcaldía al señor Gerardo José Guerrero Larín del Departamento de Resoluciones Catastrales, específicamente durante el mes de octubre de 2020.",Petición enviada,https://alac.funde.org/requests/5fa5bb978ad34f5dd11da900
2020-11-06,Instituto de Acceso a la Información Pública,"Información sobre ausencia (días, horas o medias jornadas,  sesiones del pleno de ese instituto) a labores del comisionado Luis Javier Suárez",Petición creada,https://alac.funde.org/requests/5fa5b97a8ad34f5dd11da444
2020-11-06,Instituto de Acceso a la Información Pública,Copia simple del cruce correos entre los comisionados propietarios y suplentes en los meses de octubre y noviembre 2020.,Admisión. UAIP 190-2020. Fecha probable de respuesta: 19-11-2020.,https://alac.funde.org/requests/5fa5bae58ad34f5dd11da4e4
2020-11-06,Ministerio de Hacienda,Ejecución y modificación presupuestarios de agosto  a octubre 2020.,Petición creada,https://alac.funde.org/requests/5fa5d1778ad34f5dd11dbd97
2020-11-06,Ministerio de Hacienda,Ejecución y modificación presupuestarios de agosto  a octubre 2020.,Petición enviada,https://alac.funde.org/requests/5fa5d1778ad34f5dd11dbd97
2020-11-06,Instituto de Acceso a la Información Pública,"Información sobre ausencia (días, horas o medias jornadas,  sesiones del pleno de ese instituto) a labores del comisionado Luis Javier Suárez",Petición enviada,https://alac.funde.org/requests/5fa5b97a8ad34f5dd11da444
